,precision,recall,f1-score,support
COVID-19,0.20192307692307693,0.6774193548387096,0.3111111111111111,31.0
normal,0.939735200121747,0.9013282732447818,0.9201311279988079,6851.0
pneumonia,0.8575751026583099,0.897737556561086,0.8771968608378468,4420.0
accuracy,0.8993098566625376,0.8993098566625376,0.8993098566625376,0.8993098566625376
macro avg,0.6664111265677114,0.8254950615481924,0.7028130333159219,11302.0
weighted avg,0.9055802004219108,0.8993098566625376,0.9016698750015537,11302.0
